name,type,category,capacity_mw,lat,lon,source
LARGI,Power Plant (Hydro),Thermal/Power Industry,126.0,31.7196,77.212,WRI Power Database
LIGANAMAKKI,Power Plant (Hydro),Thermal/Power Industry,55.0,14.1704,74.8388,WRI Power Database
LITL Uthumalai,Power Plant (Wind),Thermal/Power Industry,10.0,8.9969,77.537,WRI Power Database
LNJP Bahla Basti Wind Farm,Power Plant (Wind),Thermal/Power Industry,20.0,26.5114,71.4974,WRI Power Database
LODHIVALI,Power Plant (Oil),Thermal/Power Industry,40.0,18.9002,73.2032,WRI Power Database
LOKMANGAL SUGAR ETHANOL,Power Plant (Biomass),Thermal/Power Industry,31.5,17.4462,75.7161,WRI Power Database
LOKTAK,Power Plant (Hydro),Thermal/Power Industry,105.0,24.587,93.6696,WRI Power Database
LOWER JHELUM,Power Plant (Hydro),Thermal/Power Industry,105.0,34.2189,74.5281,WRI Power Database
LOWER JURALA,Power Plant (Hydro),Thermal/Power Industry,240.0,16.3125,77.7773,WRI Power Database
LOWER METTUR,Power Plant (Hydro),Thermal/Power Industry,120.0,11.6425,77.7583,WRI Power Database
LOWER PERIYAR,Power Plant (Hydro),Thermal/Power Industry,180.0,9.9624,76.957,WRI Power Database
LOWER SILERU,Power Plant (Hydro),Thermal/Power Industry,460.0,17.8608,81.6814,WRI Power Database
LTML Wind Energy Project in Tamil Nadu,Power Plant (Wind),Thermal/Power Industry,9.7,9.087,77.6055,WRI Power Database
Ladpura,Power Plant (Solar),Thermal/Power Industry,50.0,26.058,77.325,WRI Power Database
Lakhewali Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,2.1,30.4368,74.3316,WRI Power Database
Lakhmirwala Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,20.0,29.8509,75.4023,WRI Power Database
Lallian Kalan Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,1.0,31.2496,75.4826,WRI Power Database
Lalpur,Power Plant (Solar),Thermal/Power Industry,4.1,31.32,75.92,WRI Power Database
Lalpur Wind Farm,Power Plant (Wind),Thermal/Power Industry,50.4,22.1694,69.827,WRI Power Database
Lathi Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,1.0,27.0321,71.5322,WRI Power Database
Latur,Power Plant (Solar),Thermal/Power Industry,10.0,18.385,76.495,WRI Power Database
Liberty Oil Satara Wind Farm,Power Plant (Wind),Thermal/Power Industry,2.4,17.8613,74.0733,WRI Power Database
Lingadalli,Power Plant (Solar),Thermal/Power Industry,40.0,17.509,76.994,WRI Power Database
Lingampally,Power Plant (Solar),Thermal/Power Industry,10.0,17.95,77.828,WRI Power Database
Lingampet Acme,Power Plant (Solar),Thermal/Power Industry,15.0,18.281,78.106,WRI Power Database
Lingapuram Suzlon,Power Plant (Solar),Thermal/Power Industry,15.0,18.315,78.204,WRI Power Database
Lomada,Power Plant (Solar),Thermal/Power Industry,30.0,14.588,78.215,WRI Power Database
Lumbaniya,Power Plant (Solar),Thermal/Power Industry,13.0,27.463,72.279,WRI Power Database
M.A.P.P.,Power Plant (Nuclear),Thermal/Power Industry,440.0,12.5571,80.1754,WRI Power Database
MACHKUND,Power Plant (Hydro),Thermal/Power Industry,114.75,18.5323,82.4645,WRI Power Database
MADHAVAMANTRI,Power Plant (Hydro),Thermal/Power Industry,4.5,12.2135,77.0225,WRI Power Database
MADHIKHEDA,Power Plant (Hydro),Thermal/Power Industry,60.0,25.5623,77.8348,WRI Power Database
MAHADEV PRASAD STPP,Power Plant (Coal),Thermal/Power Industry,540.0,22.8395,86.0613,WRI Power Database
MAHAN TPP,Power Plant (Coal),Thermal/Power Industry,1200.0,24.0077,82.4172,WRI Power Database
MAHATMA GANDHI TPP,Power Plant (Coal),Thermal/Power Industry,1320.0,28.49,76.351,WRI Power Database
MAHATMA SUGAR,Power Plant (Biomass),Thermal/Power Industry,15.0,20.8558,78.5814,WRI Power Database
MAHI BAJAJ I&II,Power Plant (Hydro),Thermal/Power Industry,140.0,23.5443,74.5062,WRI Power Database
MAHUL REFINERY,Power Plant (Oil),Thermal/Power Industry,22.0,19.0162,72.8963,WRI Power Database
MAIHAR CEMENT PLANT,Power Plant (Coal),Thermal/Power Industry,31.4,24.2021,80.7997,WRI Power Database
MAITHON,Power Plant (Hydro),Thermal/Power Industry,63.2,23.7872,86.8284,WRI Power Database
MAITHON RB TPP,Power Plant (Coal),Thermal/Power Industry,1050.0,23.8209,86.76,WRI Power Database
MALANA,Power Plant (Hydro),Thermal/Power Industry,186.0,32.0041,77.2494,WRI Power Database
MALLARPUR,Power Plant (Hydro),Thermal/Power Industry,9.0,15.3773,76.4591,WRI Power Database
MANERI BHALI,Power Plant (Hydro),Thermal/Power Industry,394.0,30.7294,78.4238,WRI Power Database
MANGALORE REFINERY,Power Plant (Gas),Thermal/Power Industry,166.5,12.9821,74.8496,WRI Power Database
MANGAON CCPP,Power Plant (Gas),Thermal/Power Industry,388.0,18.3879,73.3529,WRI Power Database
MANGLAM CEMENT,Power Plant (Coal),Thermal/Power Industry,25.0,24.7176,75.9522,WRI Power Database
MANI DPH,Power Plant (Hydro),Thermal/Power Industry,9.0,13.6763,75.0462,WRI Power Database
MANIKDOH,Power Plant (Hydro),Thermal/Power Industry,6.0,19.2345,73.8144,WRI Power Database
MANIKGARH CEMENT,Power Plant (Coal),Thermal/Power Industry,50.0,19.7235,79.1761,WRI Power Database
MANIYAR,Power Plant (Hydro),Thermal/Power Industry,12.0,9.3294,76.8798,WRI Power Database
MARATHA CEMENT PLANT,Power Plant (Coal),Thermal/Power Industry,45.0,19.703,79.2206,WRI Power Database
MARWA TPP,Power Plant (Coal),Thermal/Power Industry,1000.0,22.0708,82.6022,WRI Power Database
MATATILLA,Power Plant (Hydro),Thermal/Power Industry,30.6,25.1001,78.3717,WRI Power Database
MEJA STPP,Power Plant (Coal),Thermal/Power Industry,660.0,25.1447,81.9415,WRI Power Database
MEJIA,Power Plant (Coal),Thermal/Power Industry,1340.0,23.4639,87.1311,WRI Power Database
MEJIA TPS EXT,Power Plant (Coal),Thermal/Power Industry,1000.0,23.4639,87.1311,WRI Power Database
MELAMARUTHUR (MUTHIARA),Power Plant (Coal),Thermal/Power Industry,1200.0,8.9159,78.1374,WRI Power Database
METTUR,Power Plant (Coal),Thermal/Power Industry,840.0,11.7696,77.8138,WRI Power Database
METTUR DAM,Power Plant (Hydro),Thermal/Power Industry,250.0,11.8014,77.8085,WRI Power Database
METTUR TPS EXT,Power Plant (Coal),Thermal/Power Industry,600.0,11.7696,77.8138,WRI Power Database
MIHAN TPP,Power Plant (Coal),Thermal/Power Industry,246.0,21.0377,78.9334,WRI Power Database
MONARCHAK CCPP,Power Plant (Gas),Thermal/Power Industry,101.0,23.438,91.274,WRI Power Database
MORDI PLANT,Power Plant (Coal),Thermal/Power Industry,46.0,23.5496,74.4072,WRI Power Database
MOUDA STPS,Power Plant (Coal),Thermal/Power Industry,2320.0,21.1797,79.3978,WRI Power Database
MOYAR,Power Plant (Hydro),Thermal/Power Industry,36.0,11.6137,76.6919,WRI Power Database
MP1 Hero,Power Plant (Solar),Thermal/Power Industry,50.0,23.849,75.797,WRI Power Database
MRMPL Mudari Wind Farm,Power Plant (Wind),Thermal/Power Industry,20.0,26.8051,70.7381,WRI Power Database
MSPL Wind Farm,Power Plant (Wind),Thermal/Power Industry,78.9,15.1579,75.7965,WRI Power Database
MUDHOL CEMENT,Power Plant (Coal),Thermal/Power Industry,50.0,16.2017,75.3005,WRI Power Database
MUKERIAN I -IV,Power Plant (Hydro),Thermal/Power Industry,207.0,31.9553,75.836,WRI Power Database
MUL GRETA,Power Plant (Coal),Thermal/Power Industry,15.0,20.0805,79.7148,WRI Power Database
MUMBAI BPCL,Power Plant (Gas),Thermal/Power Industry,31.2,19.016,72.8948,WRI Power Database
MUMBAI JINDAL,Power Plant (Oil),Thermal/Power Industry,25.2,18.5309,72.9465,WRI Power Database
MUMBAI ONGC,Power Plant (Gas),Thermal/Power Industry,75.0,18.9988,72.8997,WRI Power Database
MUNDRA TPP,Power Plant (Coal),Thermal/Power Industry,4620.0,22.823,69.5532,WRI Power Database
MUNDRA UMPP,Power Plant (Coal),Thermal/Power Industry,4000.0,22.8158,69.5281,WRI Power Database
MUNIRABAD,Power Plant (Hydro),Thermal/Power Industry,28.3,15.2666,76.3288,WRI Power Database
MUNOLI DISTILLERY,Power Plant (Biomass),Thermal/Power Industry,11.2,15.8555,75.1002,WRI Power Database
MURBAD PLANT,Power Plant (Coal),Thermal/Power Industry,15.0,19.261,73.3638,WRI Power Database
MUZAFFARPUR,Power Plant (Coal),Thermal/Power Industry,610.0,26.1953,85.3017,WRI Power Database
MYNTDU,Power Plant (Hydro),Thermal/Power Industry,126.0,25.2354,92.2279,WRI Power Database
Madaram ISCPL,Power Plant (Solar),Thermal/Power Industry,5.0,19.147,79.425,WRI Power Database
Madhugiri,Power Plant (Solar),Thermal/Power Industry,20.0,13.68,77.195,WRI Power Database
Magadi,Power Plant (Solar),Thermal/Power Industry,20.0,12.8703,77.295,WRI Power Database
Magania,Power Plant (Solar),Thermal/Power Industry,50.0,29.819,75.574,WRI Power Database
Mahoba Acme,Power Plant (Solar),Thermal/Power Industry,20.0,25.32,79.58,WRI Power Database
Mahoba Adani,Power Plant (Solar),Thermal/Power Industry,50.0,25.305,79.81,WRI Power Database
Mahrauni Khurd,Power Plant (Solar),Thermal/Power Industry,10.0,24.793,78.4124,WRI Power Database
Makthal SLE,Power Plant (Solar),Thermal/Power Industry,10.0,16.464,77.497,WRI Power Database
Maloshi Wind Farm,Power Plant (Wind),Thermal/Power Industry,14.65,17.5727,73.9032,WRI Power Database
Manamunda,Power Plant (Solar),Thermal/Power Industry,20.0,20.783,83.891,WRI Power Database
Manapur,Power Plant (Solar),Thermal/Power Industry,50.0,20.3,75.79,WRI Power Database
Manarchak,Power Plant (Solar),Thermal/Power Industry,5.0,23.465,91.275,WRI Power Database
Manchini ACME,Power Plant (Solar),Thermal/Power Industry,50.0,18.691,79.63,WRI Power Database
Manchitiya Jakson,Power Plant (Solar),Thermal/Power Industry,24.0,27.48,72.309,WRI Power Database
Manchitiya Symphony,Power Plant (Solar),Thermal/Power Industry,10.0,27.451,72.339,WRI Power Database
Mandamarri Renew,Power Plant (Solar),Thermal/Power Industry,48.0,18.985,79.446,WRI Power Database
Mandrup - Giriraj Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,6.6,17.4999,75.781,WRI Power Database
Mandrup II,Power Plant (Solar),Thermal/Power Industry,25.9,17.499,75.779,WRI Power Database
Mandrup III,Power Plant (Solar),Thermal/Power Industry,4.0,17.5008,75.7876,WRI Power Database
Mandsaur 1,Power Plant (Solar),Thermal/Power Industry,50.0,24.085,75.795,WRI Power Database
Mandsaur 2,Power Plant (Solar),Thermal/Power Industry,50.0,24.085,75.795,WRI Power Database
Mandsaur 3,Power Plant (Solar),Thermal/Power Industry,50.0,24.085,75.795,WRI Power Database
Mandsaur 4,Power Plant (Solar),Thermal/Power Industry,50.0,24.085,75.795,WRI Power Database
Mandsaur 5,Power Plant (Solar),Thermal/Power Industry,50.0,24.085,75.795,WRI Power Database
Mangalore Port,Power Plant (Solar),Thermal/Power Industry,4.0,12.9435,74.8239,WRI Power Database
Mangalwedha,Power Plant (Solar),Thermal/Power Industry,20.0,17.538,75.433,WRI Power Database
Manglore,Power Plant (Solar),Thermal/Power Industry,20.0,29.738,77.93,WRI Power Database
Mankhera,Power Plant (Solar),Thermal/Power Industry,25.0,29.589,75.242,WRI Power Database
Manuguru,Power Plant (Solar),Thermal/Power Industry,12.0,17.882,80.86,WRI Power Database
Marikal,Power Plant (Solar),Thermal/Power Industry,20.0,16.628,77.664,WRI Power Database
Mauja,Power Plant (Solar),Thermal/Power Industry,8.1,25.317,79.814,WRI Power Database
Mayakonda,Power Plant (Solar),Thermal/Power Industry,20.0,14.275,76.07,WRI Power Database
Medak Mytrah,Power Plant (Solar),Thermal/Power Industry,15.0,18.144,78.651,WRI Power Database
Medak Rays,Power Plant (Solar),Thermal/Power Industry,5.0,18.056,78.407,WRI Power Database
Mejia,Power Plant (Solar),Thermal/Power Industry,10.0,23.535,87.065,WRI Power Database
Melamudimannar,Power Plant (Solar),Thermal/Power Industry,18.0,9.416,78.248,WRI Power Database
Meravadar GIS,Power Plant (Solar),Thermal/Power Industry,10.0,21.736,70.116,WRI Power Database
Meravadar GMPL,Power Plant (Solar),Thermal/Power Industry,5.0,21.733,70.105,WRI Power Database
Midjil,Power Plant (Solar),Thermal/Power Industry,10.1,16.743,78.358,WRI Power Database
Minpoor ES,Power Plant (Solar),Thermal/Power Industry,50.0,17.994,78.048,WRI Power Database
Minpoor Renew,Power Plant (Solar),Thermal/Power Industry,100.0,17.961,78.055,WRI Power Database
Minpur Sky,Power Plant (Solar),Thermal/Power Industry,50.0,18.05,78.075,WRI Power Database
Mirpur Kalan - Alianz Eco Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,2.1,29.7303,75.3099,WRI Power Database
Mirpur Kalan - Nexgen Solux Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,1.0,29.7311,75.308,WRI Power Database
Mirzapur,Power Plant (Solar),Thermal/Power Industry,75.0,25.1,82.38,WRI Power Database
Mithapur Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,17.0,22.4077,68.9925,WRI Power Database
Mithi,Power Plant (Solar),Thermal/Power Industry,6.0,28.6966,75.5823,WRI Power Database
Mograle,Power Plant (Solar),Thermal/Power Industry,50.0,17.874,74.545,WRI Power Database
Mohari,Power Plant (Solar),Thermal/Power Industry,10.0,18.6667,75.5167,WRI Power Database
Mokal Wind Farm,Power Plant (Wind),Thermal/Power Industry,31.5,27.1657,70.7455,WRI Power Database
Mokla Wind farm,Power Plant (Wind),Thermal/Power Industry,52.5,27.1611,70.681,WRI Power Database
Molga,Power Plant (Solar),Thermal/Power Industry,50.0,23.039,76.941,WRI Power Database
Monjanur,Power Plant (Solar),Thermal/Power Industry,15.0,10.967,77.778,WRI Power Database
Moolippatti,Power Plant (Solar),Thermal/Power Industry,40.0,9.644,77.851,WRI Power Database
Moovanur GRT 1,Power Plant (Solar),Thermal/Power Industry,5.0,11.0027,78.6108,WRI Power Database
Moovanur GRT 2,Power Plant (Solar),Thermal/Power Industry,5.0,11.0003,78.6101,WRI Power Database
Moovanur GRT 3,Power Plant (Solar),Thermal/Power Industry,5.0,11.0005,78.6129,WRI Power Database
Mouje,Power Plant (Solar),Thermal/Power Industry,20.0,23.378,70.558,WRI Power Database
Muddebihal,Power Plant (Solar),Thermal/Power Industry,20.0,16.256,76.16,WRI Power Database
Mudhol-Chikoppa,Power Plant (Solar),Thermal/Power Industry,30.0,15.65,75.985,WRI Power Database
Mugalkhod,Power Plant (Solar),Thermal/Power Industry,50.0,16.41,75.195,WRI Power Database
Muktainagar Edge,Power Plant (Solar),Thermal/Power Industry,50.0,21.015,76.04,WRI Power Database
Muktainagar Essel,Power Plant (Solar),Thermal/Power Industry,20.0,21.06,76.08,WRI Power Database
Muktainagar Sukhbir,Power Plant (Solar),Thermal/Power Industry,20.0,21.04,76.025,WRI Power Database
Muktainagar Vijay,Power Plant (Solar),Thermal/Power Industry,10.0,21.045,76.05,WRI Power Database
Mukundarayappuram,Power Plant (Solar),Thermal/Power Industry,5.0,12.988,79.294,WRI Power Database
Mulaj,Power Plant (Solar),Thermal/Power Industry,20.0,17.85,76.705,WRI Power Database
Mulbagal,Power Plant (Solar),Thermal/Power Industry,20.0,13.165,78.365,WRI Power Database
Mulshi Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,3.0,18.4921,73.5081,WRI Power Database
Munanjipatti,Power Plant (Solar),Thermal/Power Industry,7.7,8.535,77.8,WRI Power Database
Mundra,Power Plant (Solar),Thermal/Power Industry,9.3,22.89,69.695,WRI Power Database
Munipalli,Power Plant (Solar),Thermal/Power Industry,5.0,17.69,77.861,WRI Power Database
Muradwala Dal Singh Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,21.0,29.7303,75.3099,WRI Power Database
Muradwala Dalsingh,Power Plant (Solar),Thermal/Power Industry,21.0,30.252,74.251,WRI Power Database
Musri,Power Plant (Solar),Thermal/Power Industry,20.0,11.083,78.506,WRI Power Database
Muthuramalingapuram,Power Plant (Solar),Thermal/Power Industry,8.0,9.437,78.173,WRI Power Database
Muttam,Power Plant (Solar),Thermal/Power Industry,4.0,10.8245,79.8147,WRI Power Database
N.A.P.S,Power Plant (Nuclear),Thermal/Power Industry,440.0,28.156,78.4089,WRI Power Database
NABI NAGAR TPP,Power Plant (Coal),Thermal/Power Industry,750.0,24.7754,84.1588,WRI Power Database
NAGARJUNA SAGAR,Power Plant (Hydro),Thermal/Power Industry,815.6,16.5678,79.3442,WRI Power Database
NAGARJUNA SAGAR   TPD,Power Plant (Hydro),Thermal/Power Industry,50.0,16.626,79.4909,WRI Power Database
NAGDA GRASIM,Power Plant (Coal),Thermal/Power Industry,45.5,23.4469,75.408,WRI Power Database
NAGOTHANE COMPLEX,Power Plant (Oil),Thermal/Power Industry,78.9,18.8829,73.1862,WRI Power Database
NAGPUR GMT,Power Plant (Biomass),Thermal/Power Industry,10.0,21.0582,79.485,WRI Power Database
NAGPUR MILL,Power Plant (Biomass),Thermal/Power Industry,18.9,20.8062,79.0548,WRI Power Database
NAGPUR SPONGE IRON,Power Plant (Coal),Thermal/Power Industry,65.0,20.9276,79.2455,WRI Power Database
NAMRUP GT,Power Plant (Gas),Thermal/Power Industry,161.75,27.1858,95.376,WRI Power Database
NARASINGPUR,Power Plant (Biomass),Thermal/Power Industry,10.0,22.9649,78.8132,WRI Power Database
NARAYANPUR,Power Plant (Hydro),Thermal/Power Industry,11.6,16.2365,76.3369,WRI Power Database
NARIMANGLAM,Power Plant (Hydro),Thermal/Power Industry,45.0,9.9533,76.9792,WRI Power Database
NASIK,Power Plant (Coal),Thermal/Power Industry,630.0,19.9817,73.8896,WRI Power Database
NASIK SINNAR,Power Plant (Coal),Thermal/Power Industry,270.0,19.8658,74.0835,WRI Power Database
NASIK TPP  PH 1,Power Plant (Coal),Thermal/Power Industry,1350.0,19.9817,73.8896,WRI Power Database
NATHPA JHAKRI,Power Plant (Hydro),Thermal/Power Industry,1500.0,31.564,77.98,WRI Power Database
NAWAPARA,Power Plant (Coal),Thermal/Power Industry,600.0,21.92,83.2788,WRI Power Database
NEPANAGAR MILL,Power Plant (Coal),Thermal/Power Industry,12.27,21.4504,76.4014,WRI Power Database
NEW UMTRU,Power Plant (Hydro),Thermal/Power Industry,40.0,26.0132,91.8239,WRI Power Database
NEYVELI FST EXT,Power Plant (Coal),Thermal/Power Industry,420.0,11.5887,79.4611,WRI Power Database
NEYVELI ST I,Power Plant (Coal),Thermal/Power Industry,600.0,11.5893,79.4704,WRI Power Database
NEYVELI ST II,Power Plant (Coal),Thermal/Power Industry,1470.0,11.5576,79.4417,WRI Power Database
NEYVELI TPS EXP -II,Power Plant (Coal),Thermal/Power Industry,500.0,11.5534,79.4408,WRI Power Database
NEYVELI TPS(Z),Power Plant (Coal),Thermal/Power Industry,250.0,11.5401,79.4159,WRI Power Database
NIGRI,Power Plant (Coal),Thermal/Power Industry,1320.0,24.15,81.9045,WRI Power Database
NIMBAHERA JK CEMENT,Power Plant (Coal),Thermal/Power Industry,33.2,24.6428,74.6843,WRI Power Database
NIMOO BAZGO,Power Plant (Hydro),Thermal/Power Industry,45.0,34.2154,77.1842,WRI Power Database
NITIN PLANT,Power Plant (Coal),Thermal/Power Industry,10.5,25.2042,74.6092,WRI Power Database
NIZAM SAGAR,Power Plant (Hydro),Thermal/Power Industry,10.0,18.2172,77.9576,WRI Power Database
NLC Ramanathapuram,Power Plant (Solar),Thermal/Power Industry,100.0,9.444,78.572,WRI Power Database
NMDC Anehalu Wind Farm,Power Plant (Wind),Thermal/Power Industry,10.5,14.098,76.3154,WRI Power Database
NORTH CHENNAI,Power Plant (Coal),Thermal/Power Industry,630.0,13.245,80.3257,WRI Power Database
NORTH CHENNAI EXTENSION,Power Plant (Coal),Thermal/Power Industry,1200.0,13.245,80.3257,WRI Power Database
NPKSP} Acme,Power Plant (Solar),Thermal/Power Industry,150.0,14.025,78.415,WRI Power Database
NPKSP} Adani,Power Plant (Solar),Thermal/Power Industry,50.0,14.011,78.439,WRI Power Database
NPKSP} Azure D,Power Plant (Solar),Thermal/Power Industry,50.0,14.034,78.443,WRI Power Database
NPKSP} Azure O,Power Plant (Solar),Thermal/Power Industry,200.0,14.024,78.446,WRI Power Database
NPKSP} FRV,Power Plant (Solar),Thermal/Power Industry,100.0,14.02,78.415,WRI Power Database
NPKSP} Greenko,Power Plant (Solar),Thermal/Power Industry,500.0,14.101,78.463,WRI Power Database
NPKSP} Tata I,Power Plant (Solar),Thermal/Power Industry,100.0,14.026,78.434,WRI Power Database
NPKSP} Tata NSM-P2B3,Power Plant (Solar),Thermal/Power Industry,100.0,14.041,78.43,WRI Power Database
NURANANG,Power Plant (Hydro),Thermal/Power Industry,6.0,27.5882,91.981,WRI Power Database
N_SAGAR LBC,Power Plant (Hydro),Thermal/Power Industry,60.0,16.5697,79.3389,WRI Power Database
N_SAGAR RBC,Power Plant (Hydro),Thermal/Power Industry,90.0,16.5697,79.3389,WRI Power Database
Naga Samudra,Power Plant (Solar),Thermal/Power Industry,7.0,14.821,76.748,WRI Power Database
Naga Samudra extn,Power Plant (Solar),Thermal/Power Industry,11.0,14.821,76.748,WRI Power Database
Nagarkurnool Keerthi,Power Plant (Solar),Thermal/Power Industry,10.0,16.499,78.35,WRI Power Database
Nagarkurnool Mytrah,Power Plant (Solar),Thermal/Power Industry,15.0,16.499,78.382,WRI Power Database
Nagda Hills Wind Energy project,Power Plant (Wind),Thermal/Power Industry,6.25,22.8985,76.0718,WRI Power Database
Nagercoli Wind Farm,Power Plant (Wind),Thermal/Power Industry,37.6,8.1784,77.6873,WRI Power Database
Nagla,Power Plant (Solar),Thermal/Power Industry,4.1,29.8595,75.1924,WRI Power Database
Nagwar,Power Plant (Solar),Thermal/Power Industry,5.0,17.8728,77.732,WRI Power Database
Naini Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.8,25.3723,81.8717,WRI Power Database
Nallakonda Wind Farm,Power Plant (Wind),Thermal/Power Industry,50.4,14.1651,77.5713,WRI Power Database
Nallur,Power Plant (Solar),Thermal/Power Industry,40.0,12.84,76.375,WRI Power Database
Nandipet Acme,Power Plant (Solar),Thermal/Power Industry,15.0,18.863,78.182,WRI Power Database
Nandipet SD,Power Plant (Solar),Thermal/Power Industry,20.0,18.895,78.201,WRI Power Database
Nangla,Power Plant (Solar),Thermal/Power Industry,15.0,29.859,75.21,WRI Power Database
Naragund,Power Plant (Solar),Thermal/Power Industry,20.0,15.788,75.496,WRI Power Database
Narayangarh,Power Plant (Solar),Thermal/Power Industry,24.0,24.255,75.025,WRI Power Database
Narayankhed,Power Plant (Solar),Thermal/Power Industry,5.0,18.002,77.734,WRI Power Database
Nargund Wind Farm,Power Plant (Wind),Thermal/Power Industry,7.2,15.7319,75.3789,WRI Power Database
Narikudi,Power Plant (Solar),Thermal/Power Industry,60.0,9.568,78.31,WRI Power Database
Narmada canal,Power Plant (Solar),Thermal/Power Industry,10.0,22.351,73.19,WRI Power Database
Nasirpur,Power Plant (Solar),Thermal/Power Industry,50.0,26.074,79.556,WRI Power Database
Nayka,Power Plant (Solar),Thermal/Power Industry,12.3,23.651,71.699,WRI Power Database
Nednoor Cybercity,Power Plant (Solar),Thermal/Power Industry,5.0,17.058,78.466,WRI Power Database
Neemrana,Power Plant (Solar),Thermal/Power Industry,5.0,27.945,76.36,WRI Power Database
Neemuch,Power Plant (Solar),Thermal/Power Industry,131.0,24.688,75.13,WRI Power Database
Neerdigunta A,Power Plant (Solar),Thermal/Power Industry,7.6,17.838,78.017,WRI Power Database
Nellorepalem,Power Plant (Solar),Thermal/Power Industry,5.0,14.68,79.645,WRI Power Database
Neralakunte,Power Plant (Solar),Thermal/Power Industry,10.0,13.992,77.366,WRI Power Database
Neralakunte A,Power Plant (Solar),Thermal/Power Industry,4.5,13.9922,77.3618,WRI Power Database
Neyveli,Power Plant (Solar),Thermal/Power Industry,10.0,11.611,79.52,WRI Power Database
Neyveli NLC1,Power Plant (Solar),Thermal/Power Industry,65.0,11.623,79.532,WRI Power Database
Neyveli NLC2,Power Plant (Solar),Thermal/Power Industry,65.0,11.63,79.494,WRI Power Database
Nimbal Gulbarga A,Power Plant (Solar),Thermal/Power Industry,5.0,17.093,75.872,WRI Power Database
Nimbal Gulbarga B,Power Plant (Solar),Thermal/Power Industry,5.0,17.084,75.873,WRI Power Database
Nimbera,Power Plant (Solar),Thermal/Power Industry,10.0,25.65,74.87,WRI Power Database
Nirmal Acme,Power Plant (Solar),Thermal/Power Industry,50.0,19.133,78.242,WRI Power Database
Nirmal Mahindra,Power Plant (Solar),Thermal/Power Industry,50.0,19.048,78.288,WRI Power Database
Nokh - GGEL Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,50.0,27.6007,72.2242,WRI Power Database
Nokh - Precision Technik Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,27.5728,72.206,WRI Power Database
Nokha Daiya Solar Power Plant,Power Plant (Solar),Thermal/Power Industry,5.0,28.1371,72.9661,WRI Power Database
Nokha-Daiya Trimex,Power Plant (Solar),Thermal/Power Industry,9.0,28.137,72.967,WRI Power Database
NuPower Tirunelveli Wind Farm,Power Plant (Wind),Thermal/Power Industry,150.0,9.0737,77.4753,WRI Power Database
OBRA,Power Plant (Hydro),Thermal/Power Industry,99.0,24.4375,82.9655,WRI Power Database
OBRA-A,Power Plant (Coal),Thermal/Power Industry,1094.0,24.4448,82.9803,WRI Power Database
OF Medak,Power Plant (Solar),Thermal/Power Industry,15.0,17.514,78.141,WRI Power Database
OMKARESHWAR,Power Plant (Hydro),Thermal/Power Industry,520.0,22.2418,76.1619,WRI Power Database
ONGC Jerat Wind Farm,Power Plant (Wind),Thermal/Power Industry,102.0,26.818,71.0643,WRI Power Database
ONGC Kutch Wind Farm,Power Plant (Wind),Thermal/Power Industry,51.0,23.1689,68.6975,WRI Power Database
Orai,Power Plant (Solar),Thermal/Power Industry,15.0,26.005,79.515,WRI Power Database
P.NALLUR CCGT,Power Plant (Gas),Thermal/Power Industry,330.5,11.0749,79.834,WRI Power Database
PAGUTHAN,Power Plant (Gas),Thermal/Power Industry,655.0,21.78,72.979,WRI Power Database
PAINAMPURAM,Power Plant (Coal),Thermal/Power Industry,1320.0,14.3512,80.1431,WRI Power Database
PAITHON,Power Plant (Hydro),Thermal/Power Industry,12.0,19.4834,75.3696,WRI Power Database
PALATANA CCPP,Power Plant (Gas),Thermal/Power Industry,726.6,23.4987,91.4385,WRI Power Database
PALLIVASAL,Power Plant (Hydro),Thermal/Power Industry,37.5,10.0314,77.0548,WRI Power Database
PAMPORE GT,Power Plant (Oil),Thermal/Power Industry,175.0,34.004,74.9175,WRI Power Database
PANCHET,Power Plant (Hydro),Thermal/Power Industry,80.0,23.6815,86.7473,WRI Power Database
PANIPAT,Power Plant (Coal),Thermal/Power Industry,920.0,29.3975,76.8763,WRI Power Database
PANNIAR,Power Plant (Hydro),Thermal/Power Industry,30.0,9.9731,77.0281,WRI Power Database
PAPANASAM,Power Plant (Hydro),Thermal/Power Industry,32.0,8.7065,77.3627,WRI Power Database
PARAS,Power Plant (Coal),Thermal/Power Industry,500.0,20.7147,76.7948,WRI Power Database
PARBATI-III,Power Plant (Hydro),Thermal/Power Industry,520.0,31.7398,77.2576,WRI Power Database
PARBHANI GANGAKHED,Power Plant (Biomass),Thermal/Power Industry,30.0,18.9057,76.7282,WRI Power Database
